semantics,summary_type,relevant_property,sharpness,category,model_global,model_proportion_global,signed_residual_global,abs_residual_global,empirical_proportion,model_incremental,model_proportion_incremental,signed_residual_incremental,abs_residual_incremental,global_minus_incremental_abs_residual
context_fixed,length,first,sharp,one_adjective,principled_salience_stop_regularized_2x2_glob_static,0.14086660220051472,-0.22965132608633793,0.22965132608633793,0.37051792828685265,principled_salience_stop_regularized_2x2_inc_static,0.14197076879759057,-0.22854715948926208,0.22854715948926208,0.0011041665970758507
context_fixed,order,first,sharp,single_adjective,principled_salience_stop_regularized_2x2_glob_static,0.14086660220051472,-0.22965132608633793,0.22965132608633793,0.37051792828685265,principled_salience_stop_regularized_2x2_inc_static,0.14197076879759057,-0.22854715948926208,0.22854715948926208,0.0011041665970758507
context_fixed,overinformativeness,first,sharp,minimal_length,principled_salience_stop_regularized_2x2_glob_static,0.14086660220051472,-0.22965132608633793,0.22965132608633793,0.37051792828685265,principled_salience_stop_regularized_2x2_inc_static,0.14197076879759057,-0.22854715948926208,0.22854715948926208,0.0011041665970758507
context_fixed,overinformativeness,first,sharp,over_minimal_length,principled_salience_stop_regularized_2x2_glob_static,0.8591333977994852,0.22965132608633787,0.22965132608633787,0.6294820717131473,principled_salience_stop_regularized_2x2_inc_static,0.8580292312024094,0.22854715948926208,0.22854715948926208,0.0011041665970757952
context_fixed,selection,second,blurred,size_only,principled_salience_stop_regularized_2x2_glob_static,0.017697129393822175,0.017697129393822175,0.017697129393822175,0.0,principled_salience_stop_regularized_2x2_inc_static,0.01848590902407431,0.01848590902407431,0.01848590902407431,-0.0007887796302521351
context_updating,selection,second,blurred,size_only,principled_salience_stop_regularized_2x2_glob_rec,0.01771284810700011,0.01771284810700011,0.01771284810700011,0.0,principled_salience_stop_regularized_2x2_inc_rec,0.018569183870592604,0.018569183870592604,0.018569183870592604,-0.0008563357635924945
context_fixed,selection,first,blurred,colour_only,principled_salience_stop_regularized_2x2_glob_static,0.09148901536180713,0.08607385290693353,0.08607385290693353,0.005415162454873604,principled_salience_stop_regularized_2x2_inc_static,0.09295473623075456,0.08753957377588097,0.08753957377588097,-0.0014657208689474316
context_updating,selection,first,blurred,colour_only,principled_salience_stop_regularized_2x2_glob_rec,0.09105036214758758,0.08563519969271398,0.08563519969271398,0.005415162454873604,principled_salience_stop_regularized_2x2_inc_rec,0.09372087635851563,0.08830571390364203,0.08830571390364203,-0.0026705142109280516
context_fixed,selection,second,sharp,size_only,principled_salience_stop_regularized_2x2_glob_static,0.019557137130084657,0.019557137130084657,0.019557137130084657,0.0,principled_salience_stop_regularized_2x2_inc_static,0.025102264515128606,0.025102264515128606,0.025102264515128606,-0.0055451273850439485
context_updating,selection,second,sharp,size_only,principled_salience_stop_regularized_2x2_glob_rec,0.01950050406213365,0.01950050406213365,0.01950050406213365,0.0,principled_salience_stop_regularized_2x2_inc_rec,0.02517105642020246,0.02517105642020246,0.02517105642020246,-0.0056705523580688096
